Country,City,Location/Site,Sampling_date,Trap_type,Green_level,Green_area_coverage,Blue_area_coverage,Temperature_2m,Relative_humidity,Wind_speed_10m,Mosquito_species,Mosquito_abundance,Biodiversity_index
Netherlands,Utrecht,6,2025-04-14,HumanOdor_CO2,3,70.8,17.25,23.45,91.29,0.13,Aedes aegypti,29,1.57
Netherlands,Nijmegen,8,2025-04-14,HumanOdor_CO2,1,23.65,38.02,25.93,75.64,4.74,Aedes aegypti,3,0.92
Netherlands,Nijmegen,3,2025-03-15,Light_CO2,4,96.11,0.16,20.96,80.16,5.98,Aedes albopictus,50,1.48
Spain,Barcelona,2,2025-09-11,HumanOdor_CO2,3,78.39,14.41,26.9,72.51,0.77,Culex pipiens,29,0.6
Netherlands,Utrecht,7,2025-05-14,Light_CO2,4,99.0,14.24,23.7,83.06,3.78,Aedes albopictus,50,1.05
Netherlands,Nijmegen,1,2025-08-12,HumanOdor_CO2,4,100.0,0.0,22.21,84.93,0.04,Culex pipiens,39,1.92
France,Montpellier,7,2025-07-13,Light_CO2,3,76.92,19.01,22.92,76.58,7.93,Culex pipiens,16,0.63
Netherlands,Nijmegen,5,2025-11-10,Light_CO2,4,100.0,7.91,22.43,80.84,4.77,Culex quinquefasciatus,19,0.99
Netherlands,Nijmegen,8,2025-07-13,HumanOdor_CO2,1,23.65,38.02,18.08,87.81,5.37,Anopheles gambiae,6,1.4
France,Montpellier,1,2025-04-14,Light_CO2,1,25.77,41.14,25.71,75.84,6.26,Culex pipiens,6,0.94
Netherlands,Nijmegen,5,2025-09-11,Light_CO2,4,100.0,7.91,22.83,76.39,0.01,Aedes aegypti,29,2.03
Netherlands,Nijmegen,4,2026-02-08,HumanOdor_CO2,3,77.09,28.93,26.77,76.91,5.68,Aedes aegypti,21,0.72
France,Montpellier,5,2025-08-12,Light_CO2,2,57.07,28.25,22.28,79.67,0.83,Aedes albopictus,5,1.81
Netherlands,Nijmegen,8,2026-01-09,HumanOdor_CO2,1,23.65,38.02,25.81,75.62,7.19,Aedes aegypti,1,1.23
Spain,Barcelona,6,2025-12-10,HumanOdor_CO2,4,97.72,18.77,19.31,80.12,3.84,Aedes aegypti,54,1.52
Spain,Barcelona,8,2025-09-11,Light_CO2,3,66.88,15.38,25.34,85.87,4.31,Culex quinquefasciatus,14,1.67
Netherlands,Utrecht,3,2025-04-14,HumanOdor_CO2,3,81.2,25.86,20.62,66.39,1.74,Culex pipiens,20,1.27
Netherlands,Nijmegen,6,2025-12-10,Light_CO2,1,19.0,28.52,26.77,85.27,5.2,Anopheles gambiae,2,1.14
Netherlands,Nijmegen,8,2025-12-10,Light_CO2,1,23.65,38.02,23.8,67.62,5.61,Anopheles gambiae,2,0.64
Netherlands,Utrecht,6,2026-02-08,HumanOdor_CO2,3,70.8,17.25,23.4,78.47,5.34,Aedes albopictus,15,0.96
Spain,Barcelona,2,2025-11-10,HumanOdor_CO2,3,78.39,14.41,27.76,97.03,7.3,Culex quinquefasciatus,7,2.28
Netherlands,Nijmegen,3,2025-07-13,HumanOdor_CO2,4,96.11,0.16,23.16,82.23,1.55,Anopheles gambiae,38,2.03
Spain,Barcelona,3,2025-07-13,Light_CO2,4,94.45,16.13,21.41,74.36,7.17,Culex quinquefasciatus,41,1.18
France,Montpellier,3,2026-02-08,Light_CO2,1,28.87,38.01,27.34,84.43,7.29,Aedes albopictus,4,1.39
Netherlands,Nijmegen,8,2025-07-13,HumanOdor_CO2,1,23.65,38.02,18.08,87.81,5.37,Culex quinquefasciatus,3,1.4
Spain,Barcelona,1,2025-10-11,Light_CO2,1,24.35,42.69,24.7,61.33,7.88,Anopheles gambiae,3,0.54
Netherlands,Utrecht,3,2025-07-13,Light_CO2,3,81.2,25.86,25.5,82.59,0.58,Aedes albopictus,18,2.08
Spain,Barcelona,1,2025-09-11,HumanOdor_CO2,1,24.35,42.69,25.23,71.35,6.81,Anopheles gambiae,1,2.04
Spain,Barcelona,6,2025-06-13,HumanOdor_CO2,4,97.72,18.77,23.63,70.28,1.95,Aedes aegypti,33,2.01
France,Montpellier,9,2025-09-11,Light_CO2,4,92.86,16.14,25.8,92.78,5.9,Culex pipiens,42,1.71
Spain,Barcelona,4,2025-04-14,HumanOdor_CO2,1,25.66,55.74,26.82,79.4,2.0,Anopheles gambiae,2,1.57
France,Montpellier,3,2026-02-08,Light_CO2,1,28.87,38.01,27.34,84.43,7.29,Aedes aegypti,7,1.39
Spain,Barcelona,9,2025-09-11,Light_CO2,1,22.5,47.58,23.73,84.42,6.48,Culex pipiens,6,1.07
Spain,Barcelona,2,2025-11-10,HumanOdor_CO2,3,78.39,14.41,27.76,97.03,7.3,Aedes aegypti,21,2.28
Netherlands,Nijmegen,3,2026-01-09,HumanOdor_CO2,4,96.11,0.16,25.19,87.15,5.14,Culex pipiens,39,0.76
France,Montpellier,1,2025-03-15,Light_CO2,1,25.77,41.14,27.23,69.32,7.72,Culex quinquefasciatus,8,1.65
Spain,Barcelona,6,2025-04-14,Light_CO2,4,97.72,18.77,24.29,76.33,2.3,Anopheles gambiae,28,1.48
Netherlands,Utrecht,1,2025-05-14,HumanOdor_CO2,1,28.09,34.84,24.81,74.56,6.62,Aedes albopictus,5,0.66
France,Montpellier,4,2025-08-12,HumanOdor_CO2,1,23.84,28.58,23.95,85.81,2.12,Culex quinquefasciatus,2,1.04
France,Montpellier,8,2025-03-15,HumanOdor_CO2,1,21.5,47.17,26.58,89.63,0.43,Aedes aegypti,3,1.3
Netherlands,Nijmegen,4,2025-09-11,Light_CO2,3,77.09,28.93,21.96,68.58,5.51,Culex quinquefasciatus,12,1.13
Netherlands,Nijmegen,2,2025-08-12,Light_CO2,3,70.36,27.8,28.85,80.41,7.3,Culex pipiens,28,1.76
Spain,Barcelona,3,2026-02-08,Light_CO2,4,94.45,16.13,30.17,86.19,0.07,Aedes albopictus,42,1.05
Netherlands,Utrecht,3,2025-04-14,HumanOdor_CO2,3,81.2,25.86,20.62,66.39,1.74,Culex quinquefasciatus,9,1.27
Netherlands,Nijmegen,6,2025-03-15,Light_CO2,1,19.0,28.52,30.01,79.47,6.08,Aedes aegypti,4,1.62
Netherlands,Utrecht,6,2025-07-13,Light_CO2,3,70.8,17.25,26.44,85.48,1.73,Aedes aegypti,15,0.94
France,Montpellier,3,2026-01-09,HumanOdor_CO2,1,28.87,38.01,29.64,79.22,7.24,Culex pipiens,7,1.11
Netherlands,Utrecht,1,2025-05-14,HumanOdor_CO2,1,28.09,34.84,24.81,74.56,6.62,Culex quinquefasciatus,1,0.66
France,Montpellier,8,2025-09-11,Light_CO2,1,21.5,47.17,26.79,73.27,6.65,Anopheles gambiae,1,0.91
Netherlands,Utrecht,4,2025-10-11,HumanOdor_CO2,1,17.0,53.86,29.03,69.68,1.61,Aedes albopictus,13,0.78
Spain,Barcelona,3,2025-09-11,HumanOdor_CO2,4,94.45,16.13,23.49,89.78,2.6,Aedes aegypti,34,0.96
France,Montpellier,7,2025-03-15,HumanOdor_CO2,3,76.92,19.01,19.07,77.2,3.1,Culex quinquefasciatus,17,2.1
France,Montpellier,4,2025-05-14,Light_CO2,1,23.84,28.58,29.72,72.22,3.62,Aedes aegypti,11,0.59
Netherlands,Nijmegen,6,2025-07-13,HumanOdor_CO2,1,19.0,28.52,22.67,79.3,5.59,Culex quinquefasciatus,2,1.3
Netherlands,Utrecht,9,2025-10-11,Light_CO2,4,100.0,14.24,27.86,80.51,0.1,Culex pipiens,44,2.03
Netherlands,Nijmegen,1,2026-02-08,HumanOdor_CO2,4,100.0,0.0,23.74,71.29,4.91,Anopheles gambiae,32,0.74
Netherlands,Utrecht,4,2025-06-13,HumanOdor_CO2,1,17.0,53.86,27.63,81.96,1.79,Aedes albopictus,7,1.18
Netherlands,Utrecht,5,2025-12-10,HumanOdor_CO2,3,68.72,23.91,23.97,75.08,3.88,Aedes aegypti,17,1.2
Netherlands,Nijmegen,7,2026-01-09,Light_CO2,2,43.07,39.13,30.9,75.15,6.52,Aedes albopictus,17,1.74
Spain,Barcelona,8,2025-03-15,Light_CO2,3,66.88,15.38,19.76,88.76,2.69,Anopheles gambiae,12,0.88
France,Montpellier,9,2025-07-13,HumanOdor_CO2,4,92.86,16.14,21.99,83.23,2.64,Culex pipiens,34,1.36
Netherlands,Nijmegen,1,2025-04-14,Light_CO2,4,100.0,0.0,25.65,100.94,6.26,Culex quinquefasciatus,40,1.01
Netherlands,Utrecht,3,2025-10-11,Light_CO2,3,81.2,25.86,25.96,77.54,5.41,Culex pipiens,21,0.71
Netherlands,Utrecht,7,2026-02-08,Light_CO2,4,99.0,14.24,22.45,87.86,4.12,Culex quinquefasciatus,32,0.66
Netherlands,Nijmegen,7,2025-07-13,HumanOdor_CO2,2,43.07,39.13,25.43,73.76,7.98,Anopheles gambiae,8,2.48
Netherlands,Utrecht,8,2026-02-08,Light_CO2,1,29.37,29.21,27.16,75.62,3.96,Anopheles gambiae,3,1.09
France,Montpellier,3,2025-06-13,HumanOdor_CO2,1,28.87,38.01,27.86,78.51,3.87,Culex pipiens,5,2.4
Netherlands,Nijmegen,1,2025-05-14,Light_CO2,4,100.0,0.0,21.82,83.75,1.27,Aedes aegypti,43,1.48
Netherlands,Utrecht,7,2025-09-11,HumanOdor_CO2,4,99.0,14.24,23.9,77.91,2.34,Aedes albopictus,56,1.89
Netherlands,Nijmegen,1,2025-10-11,HumanOdor_CO2,4,100.0,0.0,21.01,77.77,7.42,Aedes aegypti,37,2.23
Spain,Barcelona,6,2025-10-11,HumanOdor_CO2,4,97.72,18.77,27.83,78.12,1.18,Anopheles gambiae,42,1.99
France,Montpellier,3,2025-05-14,HumanOdor_CO2,1,28.87,38.01,27.98,78.92,6.45,Culex pipiens,1,2.26
Spain,Barcelona,5,2025-08-12,Light_CO2,1,22.9,29.84,23.8,77.82,3.34,Aedes albopictus,5,2.3
Netherlands,Nijmegen,5,2025-11-10,Light_CO2,4,100.0,7.91,22.43,80.84,4.77,Aedes albopictus,38,0.99
Spain,Barcelona,8,2025-09-11,Light_CO2,3,66.88,15.38,25.34,85.87,4.31,Aedes albopictus,28,1.67
Netherlands,Nijmegen,8,2025-12-10,Light_CO2,1,23.65,38.02,23.8,67.62,5.61,Culex pipiens,3,0.64
France,Montpellier,4,2025-07-13,Light_CO2,1,23.84,28.58,25.34,70.38,5.54,Culex pipiens,4,2.35
Netherlands,Nijmegen,3,2025-03-15,Light_CO2,4,96.11,0.16,20.96,80.16,5.98,Culex quinquefasciatus,36,1.48
Spain,Barcelona,2,2025-12-10,HumanOdor_CO2,3,78.39,14.41,27.25,76.86,4.79,Aedes aegypti,27,1.36
Netherlands,Utrecht,3,2025-07-13,Light_CO2,3,81.2,25.86,25.5,82.59,0.58,Anopheles gambiae,20,2.08
Spain,Barcelona,5,2025-05-14,Light_CO2,1,22.9,29.84,15.9,78.78,7.63,Aedes albopictus,1,1.39
France,Montpellier,5,2025-10-11,HumanOdor_CO2,2,57.07,28.25,22.4,84.79,0.77,Aedes albopictus,10,1.56
Netherlands,Utrecht,8,2025-03-15,HumanOdor_CO2,1,29.37,29.21,23.54,77.47,5.43,Culex pipiens,3,1.08
Netherlands,Nijmegen,5,2025-06-13,HumanOdor_CO2,4,100.0,7.91,22.52,81.82,2.18,Culex quinquefasciatus,31,0.73
Netherlands,Nijmegen,2,2025-06-13,Light_CO2,3,70.36,27.8,22.61,85.51,5.56,Aedes albopictus,16,1.52
Netherlands,Utrecht,5,2026-02-08,Light_CO2,3,68.72,23.91,21.66,75.37,5.72,Aedes albopictus,27,2.1
Netherlands,Utrecht,7,2025-11-10,HumanOdor_CO2,4,99.0,14.24,31.59,84.31,7.79,Culex pipiens,23,1.06
Netherlands,Utrecht,2,2025-08-12,HumanOdor_CO2,1,29.98,42.65,24.81,98.4,5.87,Aedes aegypti,0,2.39
France,Montpellier,8,2025-07-13,HumanOdor_CO2,1,21.5,47.17,25.26,72.16,1.87,Aedes aegypti,2,1.81
Spain,Barcelona,9,2025-08-12,Light_CO2,1,22.5,47.58,24.04,57.86,0.91,Culex pipiens,5,1.84
Netherlands,Utrecht,3,2025-05-14,Light_CO2,3,81.2,25.86,21.29,81.55,0.85,Culex pipiens,17,0.51
France,Montpellier,2,2025-07-13,HumanOdor_CO2,2,51.25,33.14,28.4,74.63,1.11,Aedes aegypti,8,1.49
France,Montpellier,3,2025-08-12,Light_CO2,1,28.87,38.01,26.91,75.44,5.31,Culex quinquefasciatus,4,0.63
France,Montpellier,8,2025-11-10,Light_CO2,1,21.5,47.17,20.91,82.71,2.21,Culex pipiens,4,0.85
Spain,Barcelona,8,2025-05-14,HumanOdor_CO2,3,66.88,15.38,27.39,67.32,3.71,Anopheles gambiae,14,1.16
Netherlands,Nijmegen,4,2025-03-15,HumanOdor_CO2,3,77.09,28.93,24.38,69.4,7.84,Culex quinquefasciatus,13,1.89
Spain,Barcelona,9,2025-06-13,HumanOdor_CO2,1,22.5,47.58,25.52,79.98,3.23,Anopheles gambiae,0,1.74
Netherlands,Utrecht,5,2025-08-12,HumanOdor_CO2,3,68.72,23.91,23.51,76.73,3.5,Culex quinquefasciatus,21,0.94
France,Montpellier,9,2025-03-15,HumanOdor_CO2,4,92.86,16.14,30.47,97.3,7.08,Aedes albopictus,43,2.38
Netherlands,Nijmegen,7,2025-06-13,Light_CO2,2,43.07,39.13,21.92,90.81,1.2,Anopheles gambiae,6,1.02
Spain,Barcelona,2,2025-04-14,HumanOdor_CO2,3,78.39,14.41,18.31,70.88,6.25,Anopheles gambiae,9,2.35
France,Montpellier,8,2025-05-14,Light_CO2,1,21.5,47.17,23.93,74.45,2.38,Aedes albopictus,9,1.37
Netherlands,Utrecht,7,2025-06-13,Light_CO2,4,99.0,14.24,21.14,97.12,1.79,Aedes albopictus,44,0.88
Netherlands,Utrecht,6,2025-09-11,HumanOdor_CO2,3,70.8,17.25,24.03,78.0,0.34,Aedes aegypti,21,0.55
Spain,Barcelona,5,2025-12-10,HumanOdor_CO2,1,22.9,29.84,24.02,76.73,3.33,Culex quinquefasciatus,5,1.34
Spain,Barcelona,7,2025-10-11,Light_CO2,3,70.08,19.22,22.96,86.15,6.82,Culex quinquefasciatus,18,0.81
France,Montpellier,1,2025-10-11,HumanOdor_CO2,1,25.77,41.14,26.42,75.69,7.85,Aedes aegypti,1,2.35
Netherlands,Nijmegen,7,2025-05-14,Light_CO2,2,43.07,39.13,27.23,87.44,1.69,Aedes albopictus,12,2.43
Netherlands,Nijmegen,4,2026-02-08,HumanOdor_CO2,3,77.09,28.93,26.77,76.91,5.68,Culex pipiens,24,0.72
France,Montpellier,9,2026-02-08,Light_CO2,4,92.86,16.14,21.99,75.73,6.2,Aedes albopictus,54,0.7
Netherlands,Utrecht,6,2025-08-12,HumanOdor_CO2,3,70.8,17.25,26.87,72.82,6.45,Aedes aegypti,21,1.59
Spain,Barcelona,3,2026-01-09,HumanOdor_CO2,4,94.45,16.13,26.23,93.46,4.97,Culex pipiens,40,0.83
Netherlands,Utrecht,1,2025-05-14,HumanOdor_CO2,1,28.09,34.84,24.81,74.56,6.62,Anopheles gambiae,1,0.66
Netherlands,Nijmegen,6,2026-02-08,HumanOdor_CO2,1,19.0,28.52,22.33,84.09,1.31,Anopheles gambiae,1,1.7
Netherlands,Utrecht,3,2026-01-09,HumanOdor_CO2,3,81.2,25.86,25.09,68.31,2.88,Culex pipiens,18,2.36
Netherlands,Utrecht,5,2025-07-13,HumanOdor_CO2,3,68.72,23.91,24.13,78.99,2.22,Aedes albopictus,19,0.82
France,Montpellier,6,2025-04-14,Light_CO2,2,46.18,29.24,29.85,89.59,6.61,Anopheles gambiae,11,0.7
Spain,Barcelona,1,2025-03-15,Light_CO2,1,24.35,42.69,26.01,90.77,4.73,Culex pipiens,4,1.33
Netherlands,Nijmegen,7,2025-03-15,HumanOdor_CO2,2,43.07,39.13,22.82,81.65,0.36,Culex pipiens,7,0.85
Netherlands,Utrecht,5,2025-06-13,Light_CO2,3,68.72,23.91,29.17,94.42,6.64,Aedes aegypti,24,2.19
Netherlands,Nijmegen,6,2025-03-15,Light_CO2,1,19.0,28.52,30.01,79.47,6.08,Culex quinquefasciatus,3,1.62
Netherlands,Utrecht,3,2025-06-13,HumanOdor_CO2,3,81.2,25.86,21.53,89.15,0.27,Aedes aegypti,16,1.4
Netherlands,Utrecht,6,2025-06-13,Light_CO2,3,70.8,17.25,22.75,81.68,1.86,Culex quinquefasciatus,23,1.55
Spain,Barcelona,3,2025-06-13,Light_CO2,4,94.45,16.13,21.36,101.53,5.81,Aedes albopictus,48,0.9
France,Montpellier,6,2025-09-11,HumanOdor_CO2,2,46.18,29.24,30.32,74.07,7.13,Anopheles gambiae,5,0.73
Spain,Barcelona,3,2025-12-10,Light_CO2,4,94.45,16.13,22.42,78.42,1.85,Aedes aegypti,32,0.88
Netherlands,Nijmegen,1,2025-06-13,Light_CO2,4,100.0,0.0,23.94,90.04,6.01,Aedes aegypti,46,1.23
Netherlands,Utrecht,3,2025-06-13,HumanOdor_CO2,3,81.2,25.86,21.53,89.15,0.27,Culex quinquefasciatus,16,1.4
Spain,Barcelona,7,2025-04-14,HumanOdor_CO2,3,70.08,19.22,22.37,76.71,5.13,Aedes aegypti,25,2.32
Netherlands,Utrecht,9,2026-01-09,Light_CO2,4,100.0,14.24,33.65,85.65,2.14,Culex pipiens,53,1.06
Netherlands,Utrecht,4,2025-11-10,HumanOdor_CO2,1,17.0,53.86,33.18,91.34,4.41,Culex quinquefasciatus,6,2.38
Netherlands,Nijmegen,4,2025-03-15,HumanOdor_CO2,3,77.09,28.93,24.38,69.4,7.84,Aedes aegypti,26,1.89
Spain,Barcelona,6,2025-12-10,HumanOdor_CO2,4,97.72,18.77,19.31,80.12,3.84,Culex quinquefasciatus,29,1.52
Spain,Barcelona,2,2025-03-15,Light_CO2,3,78.39,14.41,19.91,69.85,1.11,Aedes aegypti,26,1.55
Netherlands,Utrecht,6,2025-08-12,HumanOdor_CO2,3,70.8,17.25,26.87,72.82,6.45,Aedes albopictus,40,1.59
France,Montpellier,8,2025-09-11,Light_CO2,1,21.5,47.17,26.79,73.27,6.65,Aedes albopictus,4,0.91
France,Montpellier,3,2025-11-10,Light_CO2,1,28.87,38.01,25.41,65.47,3.48,Culex pipiens,4,1.82
Netherlands,Nijmegen,3,2026-01-09,HumanOdor_CO2,4,96.11,0.16,25.19,87.15,5.14,Culex quinquefasciatus,32,0.76
Netherlands,Nijmegen,6,2025-04-14,Light_CO2,1,19.0,28.52,24.0,75.1,6.02,Culex pipiens,3,2.04
Netherlands,Utrecht,4,2025-05-14,Light_CO2,1,17.0,53.86,31.1,81.18,0.19,Aedes aegypti,6,2.14
Netherlands,Nijmegen,1,2025-09-11,HumanOdor_CO2,4,100.0,0.0,26.37,82.46,6.13,Aedes aegypti,41,1.79
Netherlands,Nijmegen,7,2025-12-10,HumanOdor_CO2,2,43.07,39.13,24.25,66.23,5.33,Culex pipiens,11,0.59
Netherlands,Utrecht,9,2025-07-13,Light_CO2,4,100.0,14.24,26.69,91.01,3.89,Aedes aegypti,45,1.45
France,Montpellier,5,2025-07-13,Light_CO2,2,57.07,28.25,25.6,70.75,6.55,Culex pipiens,3,1.63
France,Montpellier,5,2025-05-14,HumanOdor_CO2,2,57.07,28.25,22.74,73.58,4.23,Anopheles gambiae,2,1.16
Netherlands,Nijmegen,2,2025-12-10,Light_CO2,3,70.36,27.8,29.76,87.17,6.28,Aedes albopictus,24,2.34
Netherlands,Utrecht,1,2025-03-15,Light_CO2,1,28.09,34.84,23.28,78.56,1.2,Aedes aegypti,1,1.77
France,Montpellier,4,2026-02-08,HumanOdor_CO2,1,23.84,28.58,28.48,78.59,3.55,Aedes albopictus,12,1.21
Netherlands,Utrecht,8,2025-12-10,Light_CO2,1,29.37,29.21,24.18,68.7,4.09,Anopheles gambiae,3,0.99
Netherlands,Utrecht,1,2025-04-14,HumanOdor_CO2,1,28.09,34.84,30.56,73.21,5.72,Aedes albopictus,9,0.92
France,Montpellier,9,2025-06-13,HumanOdor_CO2,4,92.86,16.14,29.32,79.28,7.67,Culex pipiens,48,2.05
Netherlands,Nijmegen,1,2025-04-14,Light_CO2,4,100.0,0.0,25.65,100.94,6.26,Anopheles gambiae,29,1.01
Netherlands,Utrecht,4,2025-12-10,Light_CO2,1,17.0,53.86,27.82,70.54,3.34,Aedes aegypti,9,1.74
Netherlands,Nijmegen,9,2025-11-10,Light_CO2,2,55.84,34.12,22.95,73.95,3.21,Aedes aegypti,11,0.8
Netherlands,Nijmegen,1,2025-03-15,HumanOdor_CO2,4,100.0,0.0,22.73,91.27,6.07,Anopheles gambiae,38,0.65
Netherlands,Utrecht,5,2025-03-15,Light_CO2,3,68.72,23.91,27.81,82.85,0.83,Anopheles gambiae,16,2.12
Netherlands,Nijmegen,6,2026-02-08,HumanOdor_CO2,1,19.0,28.52,22.33,84.09,1.31,Aedes aegypti,4,1.7
France,Montpellier,4,2025-10-11,HumanOdor_CO2,1,23.84,28.58,27.24,78.19,2.13,Culex quinquefasciatus,2,1.38
France,Montpellier,2,2025-07-13,HumanOdor_CO2,2,51.25,33.14,28.4,74.63,1.11,Aedes albopictus,12,1.49
France,Montpellier,5,2025-11-10,Light_CO2,2,57.07,28.25,25.43,70.1,0.85,Aedes albopictus,17,1.69
France,Montpellier,8,2025-06-13,Light_CO2,1,21.5,47.17,30.71,80.95,7.93,Culex quinquefasciatus,4,1.36
Netherlands,Nijmegen,6,2025-03-15,Light_CO2,1,19.0,28.52,30.01,79.47,6.08,Anopheles gambiae,4,1.62
Spain,Barcelona,1,2025-08-12,HumanOdor_CO2,1,24.35,42.69,25.93,80.67,5.42,Anopheles gambiae,0,1.95
France,Montpellier,5,2025-03-15,HumanOdor_CO2,2,57.07,28.25,19.14,86.45,0.4,Anopheles gambiae,10,2.16
Netherlands,Utrecht,5,2025-10-11,HumanOdor_CO2,3,68.72,23.91,28.97,84.54,7.06,Culex pipiens,16,1.01
Netherlands,Nijmegen,3,2025-03-15,Light_CO2,4,96.11,0.16,20.96,80.16,5.98,Culex pipiens,38,1.48
Spain,Barcelona,7,2025-11-10,Light_CO2,3,70.08,19.22,24.55,70.32,0.77,Culex quinquefasciatus,8,1.25
Netherlands,Utrecht,6,2025-05-14,HumanOdor_CO2,3,70.8,17.25,21.35,79.74,7.1,Culex quinquefasciatus,18,0.88
Netherlands,Nijmegen,3,2025-09-11,HumanOdor_CO2,4,96.11,0.16,24.6,92.54,3.09,Culex pipiens,23,2.3
Spain,Barcelona,5,2025-05-14,Light_CO2,1,22.9,29.84,15.9,78.78,7.63,Aedes aegypti,3,1.39
Netherlands,Utrecht,8,2025-03-15,HumanOdor_CO2,1,29.37,29.21,23.54,77.47,5.43,Culex quinquefasciatus,1,1.08
Netherlands,Nijmegen,1,2026-01-09,HumanOdor_CO2,4,100.0,0.0,20.93,82.27,7.23,Culex quinquefasciatus,37,2.46
Spain,Barcelona,9,2025-11-10,Light_CO2,1,22.5,47.58,24.61,82.65,5.15,Aedes albopictus,0,0.98
Netherlands,Nijmegen,2,2025-07-13,HumanOdor_CO2,3,70.36,27.8,22.19,86.27,4.24,Anopheles gambiae,19,1.65
Spain,Barcelona,7,2025-06-13,HumanOdor_CO2,3,70.08,19.22,22.94,76.67,1.28,Aedes albopictus,28,1.76
France,Montpellier,3,2025-03-15,Light_CO2,1,28.87,38.01,23.54,81.93,3.42,Aedes albopictus,0,2.17
Netherlands,Utrecht,4,2025-12-10,Light_CO2,1,17.0,53.86,27.82,70.54,3.34,Anopheles gambiae,2,1.74
France,Montpellier,4,2025-07-13,Light_CO2,1,23.84,28.58,25.34,70.38,5.54,Aedes aegypti,9,2.35
France,Montpellier,2,2025-08-12,Light_CO2,2,51.25,33.14,24.93,82.29,3.69,Culex quinquefasciatus,17,2.4
Spain,Barcelona,7,2025-03-15,Light_CO2,3,70.08,19.22,23.3,76.31,4.88,Culex quinquefasciatus,16,0.5
Spain,Barcelona,1,2026-02-08,HumanOdor_CO2,1,24.35,42.69,24.67,74.0,3.69,Culex quinquefasciatus,1,0.59
Netherlands,Utrecht,2,2025-04-14,HumanOdor_CO2,1,29.98,42.65,23.87,84.59,0.52,Culex pipiens,5,2.43
Netherlands,Utrecht,1,2025-07-13,HumanOdor_CO2,1,28.09,34.84,25.97,71.05,2.98,Culex quinquefasciatus,0,1.5
Netherlands,Utrecht,3,2025-07-13,Light_CO2,3,81.2,25.86,25.5,82.59,0.58,Culex quinquefasciatus,32,2.08
Netherlands,Utrecht,9,2026-02-08,Light_CO2,4,100.0,14.24,25.1,95.55,3.14,Culex pipiens,36,1.44
Netherlands,Nijmegen,5,2025-09-11,Light_CO2,4,100.0,7.91,22.83,76.39,0.01,Culex pipiens,27,2.03
France,Montpellier,4,2025-08-12,HumanOdor_CO2,1,23.84,28.58,23.95,85.81,2.12,Aedes albopictus,4,1.04
Netherlands,Utrecht,2,2025-08-12,HumanOdor_CO2,1,29.98,42.65,24.81,98.4,5.87,Aedes albopictus,3,2.39
France,Montpellier,8,2025-08-12,Light_CO2,1,21.5,47.17,24.07,75.11,7.07,Aedes albopictus,3,0.99
France,Montpellier,5,2025-09-11,Light_CO2,2,57.07,28.25,28.19,76.42,2.57,Anopheles gambiae,9,1.74
France,Montpellier,4,2026-02-08,HumanOdor_CO2,1,23.84,28.58,28.48,78.59,3.55,Culex quinquefasciatus,9,1.21
Netherlands,Utrecht,9,2025-03-15,Light_CO2,4,100.0,14.24,17.33,90.64,1.58,Culex quinquefasciatus,35,1.05
Spain,Barcelona,4,2025-07-13,HumanOdor_CO2,1,25.66,55.74,22.53,93.37,5.82,Culex quinquefasciatus,6,1.44
Spain,Barcelona,8,2025-08-12,Light_CO2,3,66.88,15.38,23.67,80.33,4.53,Aedes albopictus,28,2.49
France,Montpellier,9,2025-05-14,Light_CO2,4,92.86,16.14,24.19,85.23,5.98,Culex quinquefasciatus,43,1.46
France,Montpellier,4,2026-01-09,HumanOdor_CO2,1,23.84,28.58,28.75,69.54,1.76,Aedes albopictus,8,1.76
Netherlands,Utrecht,7,2025-03-15,Light_CO2,4,99.0,14.24,23.41,82.56,7.44,Anopheles gambiae,42,0.75
Spain,Barcelona,4,2025-12-10,HumanOdor_CO2,1,25.66,55.74,24.27,75.55,0.96,Aedes aegypti,7,0.53
France,Montpellier,5,2025-03-15,HumanOdor_CO2,2,57.07,28.25,19.14,86.45,0.4,Aedes albopictus,8,2.16
Netherlands,Nijmegen,9,2025-04-14,Light_CO2,2,55.84,34.12,27.83,80.98,7.97,Culex pipiens,11,1.9
Netherlands,Nijmegen,9,2025-05-14,HumanOdor_CO2,2,55.84,34.12,24.55,66.0,1.73,Aedes albopictus,21,0.61
France,Montpellier,6,2025-05-14,HumanOdor_CO2,2,46.18,29.24,24.64,83.46,1.53,Culex pipiens,8,1.0
France,Montpellier,8,2026-01-09,Light_CO2,1,21.5,47.17,20.89,89.42,6.55,Aedes aegypti,2,0.9
France,Montpellier,3,2025-09-11,Light_CO2,1,28.87,38.01,29.97,68.53,6.48,Anopheles gambiae,2,0.69
Netherlands,Nijmegen,3,2025-04-14,HumanOdor_CO2,4,96.11,0.16,24.63,81.92,4.89,Aedes albopictus,32,1.53
Netherlands,Utrecht,7,2025-03-15,Light_CO2,4,99.0,14.24,23.41,82.56,7.44,Culex quinquefasciatus,24,0.75
Netherlands,Utrecht,2,2025-06-13,HumanOdor_CO2,1,29.98,42.65,27.74,83.05,2.27,Anopheles gambiae,4,2.12
Netherlands,Utrecht,1,2025-08-12,Light_CO2,1,28.09,34.84,24.21,64.79,0.07,Anopheles gambiae,3,1.36
Spain,Barcelona,1,2025-09-11,HumanOdor_CO2,1,24.35,42.69,25.23,71.35,6.81,Culex pipiens,9,2.04
