"City","Site","Sampling_date","Country","Location.Site","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Utrecht","Site_9",2024-06-01,"Netherlands",9,3,17.6,17.79,30.75,67.12,4.74,"HumanOdor_CO2","Aedes albopictus",20,1.08352909131816
"Nijmegen","Site_9",2024-06-01,"Netherlands",9,1,74.02,47.13,16.97,70.43,1.75,"HumanOdor_CO2","Aedes aegypti",6,1.53671587238691
"Nijmegen","Site_9",2024-06-01,"Netherlands",9,1,74.02,47.13,16.97,70.43,1.75,"HumanOdor_CO2","Culex pipiens",9,1.53671587238691
"Nijmegen","Site_9",2024-06-01,"Netherlands",9,1,74.02,47.13,16.97,70.43,1.75,"HumanOdor_CO2","Anopheles gambiae",16,1.53671587238691
"Nijmegen","Site_9",2024-06-01,"Netherlands",9,1,74.02,47.13,16.97,70.43,1.75,"HumanOdor_CO2","Aedes albopictus",16,1.53671587238691
"Nijmegen","Site_9",2024-06-01,"Netherlands",9,1,74.02,47.13,16.97,70.43,1.75,"HumanOdor_CO2","Culex quinquefasciatus",8,1.53671587238691
"Montpellier","Site_9",2024-06-01,"France",9,1,56.19,41.18,21.41,68.82,4.71,"Light_CO2","Aedes aegypti",15,1.36581125819757
"Montpellier","Site_9",2024-06-01,"France",9,1,56.19,41.18,21.41,68.82,4.71,"Light_CO2","Aedes albopictus",19,1.36581125819757
"Montpellier","Site_9",2024-06-01,"France",9,1,56.19,41.18,21.41,68.82,4.71,"Light_CO2","Anopheles gambiae",22,1.36581125819757
"Montpellier","Site_9",2024-06-01,"France",9,1,56.19,41.18,21.41,68.82,4.71,"Light_CO2","Culex pipiens",13,1.36581125819757
"Barcelona","Site_9",2024-06-01,"Spain",9,2,5.93,34.11,25.34,83.36,6.47,"HumanOdor_CO2","Culex quinquefasciatus",20,0.650390620876698
"Barcelona","Site_9",2024-06-01,"Spain",9,2,5.93,34.11,25.34,83.36,6.47,"HumanOdor_CO2","Anopheles gambiae",11,0.650390620876698
"Rabat","Site_9",2024-06-01,"Morocco",9,3,52.81,34.64,16.59,80.11,1.93,"Light_CO2","Anopheles gambiae",17,1.05606092963586
"Rabat","Site_9",2024-06-01,"Morocco",9,3,52.81,34.64,16.59,80.11,1.93,"Light_CO2","Culex quinquefasciatus",24,1.05606092963586
"Rabat","Site_9",2024-06-01,"Morocco",9,3,52.81,34.64,16.59,80.11,1.93,"Light_CO2","Aedes aegypti",35,1.05606092963586
"Casablanca","Site_9",2024-06-01,"Morocco",9,3,67.17,27.81,27.53,48.45,3.18,"Light_CO2","Aedes aegypti",20,1.08289091237383
"Casablanca","Site_9",2024-06-01,"Morocco",9,3,67.17,27.81,27.53,48.45,3.18,"Light_CO2","Aedes albopictus",28,1.08289091237383
"Casablanca","Site_9",2024-06-01,"Morocco",9,3,67.17,27.81,27.53,48.45,3.18,"Light_CO2","Culex quinquefasciatus",19,1.08289091237383
"Utrecht","Site_1",2024-07-01,"Netherlands",1,1,39.3,26.42,21.43,81.95,3.64,"HumanOdor_CO2","Culex pipiens",15,1.38589548637928
"Utrecht","Site_1",2024-07-01,"Netherlands",1,1,39.3,26.42,21.43,81.95,3.64,"HumanOdor_CO2","Culex quinquefasciatus",15,1.38589548637928
"Utrecht","Site_1",2024-07-01,"Netherlands",1,1,39.3,26.42,21.43,81.95,3.64,"HumanOdor_CO2","Anopheles gambiae",16,1.38589548637928
"Utrecht","Site_1",2024-07-01,"Netherlands",1,1,39.3,26.42,21.43,81.95,3.64,"HumanOdor_CO2","Aedes albopictus",15,1.38589548637928
"Nijmegen","Site_1",2024-07-01,"Netherlands",1,2,40.72,7.25,28.15,70.44,5.22,"Light_CO2","Aedes aegypti",20,1.08419241586537
"Nijmegen","Site_1",2024-07-01,"Netherlands",1,2,40.72,7.25,28.15,70.44,5.22,"Light_CO2","Aedes albopictus",29,1.08419241586537
"Nijmegen","Site_1",2024-07-01,"Netherlands",1,2,40.72,7.25,28.15,70.44,5.22,"Light_CO2","Culex quinquefasciatus",21,1.08419241586537
"Montpellier","Site_1",2024-07-01,"France",1,3,57.84,24.37,21.88,76.74,1.59,"HumanOdor_CO2","Culex pipiens",22,1.07617630869307
"Montpellier","Site_1",2024-07-01,"France",1,3,57.84,24.37,21.88,76.74,1.59,"HumanOdor_CO2","Aedes albopictus",13,1.07617630869307
"Montpellier","Site_1",2024-07-01,"France",1,3,57.84,24.37,21.88,76.74,1.59,"HumanOdor_CO2","Anopheles gambiae",19,1.07617630869307
"Barcelona","Site_1",2024-07-01,"Spain",1,2,39.98,43.35,18.32,55.98,0.75,"Light_CO2","Anopheles gambiae",21,0.68936166314351
"Barcelona","Site_1",2024-07-01,"Spain",1,2,39.98,43.35,18.32,55.98,0.75,"Light_CO2","Culex pipiens",25,0.68936166314351
"Rabat","Site_1",2024-07-01,"Morocco",1,1,25.52,19.23,15.3,73.05,1.87,"HumanOdor_CO2","Aedes albopictus",15,1.36078248975378
"Rabat","Site_1",2024-07-01,"Morocco",1,1,25.52,19.23,15.3,73.05,1.87,"HumanOdor_CO2","Anopheles gambiae",10,1.36078248975378
"Rabat","Site_1",2024-07-01,"Morocco",1,1,25.52,19.23,15.3,73.05,1.87,"HumanOdor_CO2","Culex quinquefasciatus",17,1.36078248975378
"Rabat","Site_1",2024-07-01,"Morocco",1,1,25.52,19.23,15.3,73.05,1.87,"HumanOdor_CO2","Culex pipiens",19,1.36078248975378
"Casablanca","Site_1",2024-07-01,"Morocco",1,2,5.62,47.17,15.13,88.66,5.77,"HumanOdor_CO2","Culex pipiens",11,0.681265709663204
"Casablanca","Site_1",2024-07-01,"Morocco",1,2,5.62,47.17,15.13,88.66,5.77,"HumanOdor_CO2","Anopheles gambiae",15,0.681265709663204
"Utrecht","Site_2",2024-07-01,"Netherlands",2,3,6.61,29.8,21.25,86.49,0.58,"HumanOdor_CO2","Anopheles gambiae",27,1.36378045739615
"Utrecht","Site_2",2024-07-01,"Netherlands",2,3,6.61,29.8,21.25,86.49,0.58,"HumanOdor_CO2","Aedes albopictus",25,1.36378045739615
"Utrecht","Site_2",2024-07-01,"Netherlands",2,3,6.61,29.8,21.25,86.49,0.58,"HumanOdor_CO2","Aedes aegypti",17,1.36378045739615
"Utrecht","Site_2",2024-07-01,"Netherlands",2,3,6.61,29.8,21.25,86.49,0.58,"HumanOdor_CO2","Culex pipiens",17,1.36378045739615
"Nijmegen","Site_2",2024-07-01,"Netherlands",2,3,22.5,33.05,11.97,41.99,3.93,"HumanOdor_CO2","Aedes albopictus",21,1.09669263330895
"Nijmegen","Site_2",2024-07-01,"Netherlands",2,3,22.5,33.05,11.97,41.99,3.93,"HumanOdor_CO2","Aedes aegypti",24,1.09669263330895
"Nijmegen","Site_2",2024-07-01,"Netherlands",2,3,22.5,33.05,11.97,41.99,3.93,"HumanOdor_CO2","Culex pipiens",24,1.09669263330895
"Montpellier","Site_2",2024-07-01,"France",2,2,70.69,8.43,14.2,87.82,5.89,"HumanOdor_CO2","Culex pipiens",12,0.682908084700472
"Montpellier","Site_2",2024-07-01,"France",2,2,70.69,8.43,14.2,87.82,5.89,"HumanOdor_CO2","Anopheles gambiae",16,0.682908084700472
"Barcelona","Site_2",2024-07-01,"Spain",2,2,74.74,15,31.81,42.78,1.61,"HumanOdor_CO2","Culex pipiens",24,1.35205672758042
"Barcelona","Site_2",2024-07-01,"Spain",2,2,74.74,15,31.81,42.78,1.61,"HumanOdor_CO2","Anopheles gambiae",13,1.35205672758042
"Barcelona","Site_2",2024-07-01,"Spain",2,2,74.74,15,31.81,42.78,1.61,"HumanOdor_CO2","Aedes albopictus",17,1.35205672758042
"Barcelona","Site_2",2024-07-01,"Spain",2,2,74.74,15,31.81,42.78,1.61,"HumanOdor_CO2","Culex quinquefasciatus",13,1.35205672758042
"Rabat","Site_2",2024-07-01,"Morocco",2,1,35.66,37.97,21.11,69.52,2.25,"Light_CO2","Aedes albopictus",16,1.38432365506233
"Rabat","Site_2",2024-07-01,"Morocco",2,1,35.66,37.97,21.11,69.52,2.25,"Light_CO2","Culex pipiens",17,1.38432365506233
"Rabat","Site_2",2024-07-01,"Morocco",2,1,35.66,37.97,21.11,69.52,2.25,"Light_CO2","Anopheles gambiae",19,1.38432365506233
"Rabat","Site_2",2024-07-01,"Morocco",2,1,35.66,37.97,21.11,69.52,2.25,"Light_CO2","Aedes aegypti",17,1.38432365506233
"Casablanca","Site_2",2024-07-01,"Morocco",2,2,16.37,40.49,28.79,42.65,1.11,"Light_CO2","Aedes aegypti",21,0.687477769353667
"Casablanca","Site_2",2024-07-01,"Morocco",2,2,16.37,40.49,28.79,42.65,1.11,"Light_CO2","Culex pipiens",26,0.687477769353667
"Utrecht","Site_3",2024-07-01,"Netherlands",3,2,31.81,18.64,30.24,60.88,4.86,"Light_CO2","Aedes aegypti",16,1.09155776476827
"Utrecht","Site_3",2024-07-01,"Netherlands",3,2,31.81,18.64,30.24,60.88,4.86,"Light_CO2","Aedes albopictus",21,1.09155776476827
"Utrecht","Site_3",2024-07-01,"Netherlands",3,2,31.81,18.64,30.24,60.88,4.86,"Light_CO2","Culex pipiens",17,1.09155776476827
"Nijmegen","Site_3",2024-07-01,"Netherlands",3,2,33.09,33.31,22.6,75.9,5.72,"HumanOdor_CO2","Aedes albopictus",11,1.05874777443757
"Nijmegen","Site_3",2024-07-01,"Netherlands",3,2,33.09,33.31,22.6,75.9,5.72,"HumanOdor_CO2","Culex pipiens",13,1.05874777443757
"Nijmegen","Site_3",2024-07-01,"Netherlands",3,2,33.09,33.31,22.6,75.9,5.72,"HumanOdor_CO2","Culex quinquefasciatus",21,1.05874777443757
"Montpellier","Site_3",2024-07-01,"France",3,2,47.19,12.97,22.02,65.24,2.85,"Light_CO2","Aedes aegypti",14,0.681624413624784
"Montpellier","Site_3",2024-07-01,"France",3,2,47.19,12.97,22.02,65.24,2.85,"Light_CO2","Culex pipiens",19,0.681624413624784
"Barcelona","Site_3",2024-07-01,"Spain",3,3,28.12,14.43,22.98,40.64,3.51,"HumanOdor_CO2","Culex quinquefasciatus",15,0.690593966477592
"Barcelona","Site_3",2024-07-01,"Spain",3,3,28.12,14.43,22.98,40.64,3.51,"HumanOdor_CO2","Aedes aegypti",13,0.690593966477592
"Rabat","Site_3",2024-07-01,"Morocco",3,3,63.36,19.86,25.4,71.84,6.37,"HumanOdor_CO2","Anopheles gambiae",24,1.34217127991547
"Rabat","Site_3",2024-07-01,"Morocco",3,3,63.36,19.86,25.4,71.84,6.37,"HumanOdor_CO2","Culex pipiens",21,1.34217127991547
"Rabat","Site_3",2024-07-01,"Morocco",3,3,63.36,19.86,25.4,71.84,6.37,"HumanOdor_CO2","Aedes albopictus",10,1.34217127991547
"Rabat","Site_3",2024-07-01,"Morocco",3,3,63.36,19.86,25.4,71.84,6.37,"HumanOdor_CO2","Culex quinquefasciatus",20,1.34217127991547
"Casablanca","Site_3",2024-07-01,"Morocco",3,1,73.93,13.01,26.01,74.09,1.37,"Light_CO2","Culex quinquefasciatus",16,1.09423487103104
"Casablanca","Site_3",2024-07-01,"Morocco",3,1,73.93,13.01,26.01,74.09,1.37,"Light_CO2","Aedes aegypti",20,1.09423487103104
"Casablanca","Site_3",2024-07-01,"Morocco",3,1,73.93,13.01,26.01,74.09,1.37,"Light_CO2","Aedes albopictus",19,1.09423487103104
"Utrecht","Site_4",2024-07-01,"Netherlands",4,1,54.87,48.54,11.92,52.45,4.07,"Light_CO2","Culex pipiens",17,1.38100345069501
"Utrecht","Site_4",2024-07-01,"Netherlands",4,1,54.87,48.54,11.92,52.45,4.07,"Light_CO2","Aedes albopictus",18,1.38100345069501
"Utrecht","Site_4",2024-07-01,"Netherlands",4,1,54.87,48.54,11.92,52.45,4.07,"Light_CO2","Culex quinquefasciatus",16,1.38100345069501
"Utrecht","Site_4",2024-07-01,"Netherlands",4,1,54.87,48.54,11.92,52.45,4.07,"Light_CO2","Aedes aegypti",21,1.38100345069501
"Nijmegen","Site_4",2024-07-01,"Netherlands",4,3,27.89,46.75,22.24,49.71,6.35,"HumanOdor_CO2","Anopheles gambiae",18,1.09745819003956
"Nijmegen","Site_4",2024-07-01,"Netherlands",4,3,27.89,46.75,22.24,49.71,6.35,"HumanOdor_CO2","Culex pipiens",16,1.09745819003956
"Nijmegen","Site_4",2024-07-01,"Netherlands",4,3,27.89,46.75,22.24,49.71,6.35,"HumanOdor_CO2","Culex quinquefasciatus",17,1.09745819003956
"Montpellier","Site_4",2024-07-01,"France",4,1,66.73,3.89,25.07,76.98,6.42,"Light_CO2","Aedes aegypti",17,1.38256426007868
"Montpellier","Site_4",2024-07-01,"France",4,1,66.73,3.89,25.07,76.98,6.42,"Light_CO2","Anopheles gambiae",15,1.38256426007868
"Montpellier","Site_4",2024-07-01,"France",4,1,66.73,3.89,25.07,76.98,6.42,"Light_CO2","Aedes albopictus",19,1.38256426007868
"Montpellier","Site_4",2024-07-01,"France",4,1,66.73,3.89,25.07,76.98,6.42,"Light_CO2","Culex pipiens",18,1.38256426007868
"Barcelona","Site_4",2024-07-01,"Spain",4,2,50.94,33.31,21.15,82.76,6.23,"HumanOdor_CO2","Aedes albopictus",14,1.09201298776896
"Barcelona","Site_4",2024-07-01,"Spain",4,2,50.94,33.31,21.15,82.76,6.23,"HumanOdor_CO2","Anopheles gambiae",13,1.09201298776896
"Barcelona","Site_4",2024-07-01,"Spain",4,2,50.94,33.31,21.15,82.76,6.23,"HumanOdor_CO2","Culex quinquefasciatus",17,1.09201298776896
"Rabat","Site_4",2024-07-01,"Morocco",4,1,43.88,19.45,23.13,44.93,3.89,"HumanOdor_CO2","Culex quinquefasciatus",12,0.689009218476659
"Rabat","Site_4",2024-07-01,"Morocco",4,1,43.88,19.45,23.13,44.93,3.89,"HumanOdor_CO2","Culex pipiens",10,0.689009218476659
"Casablanca","Site_4",2024-07-01,"Morocco",4,3,49.74,17.74,26.46,71.04,2.8,"Light_CO2","Aedes albopictus",24,1.09592151573154
"Casablanca","Site_4",2024-07-01,"Morocco",4,3,49.74,17.74,26.46,71.04,2.8,"Light_CO2","Anopheles gambiae",25,1.09592151573154
"Casablanca","Site_4",2024-07-01,"Morocco",4,3,49.74,17.74,26.46,71.04,2.8,"Light_CO2","Aedes aegypti",21,1.09592151573154
"Utrecht","Site_5",2024-07-01,"Netherlands",5,1,28.03,28.04,21.26,89.35,6.06,"HumanOdor_CO2","Anopheles gambiae",17,0.693147160559945
"Utrecht","Site_5",2024-07-01,"Netherlands",5,1,28.03,28.04,21.26,89.35,6.06,"HumanOdor_CO2","Aedes albopictus",17,0.693147160559945
"Nijmegen","Site_5",2024-07-01,"Netherlands",5,2,53.34,4.86,29.69,46.6,4.59,"Light_CO2","Culex quinquefasciatus",17,1.58758107686722
"Nijmegen","Site_5",2024-07-01,"Netherlands",5,2,53.34,4.86,29.69,46.6,4.59,"Light_CO2","Aedes albopictus",27,1.58758107686722
"Nijmegen","Site_5",2024-07-01,"Netherlands",5,2,53.34,4.86,29.69,46.6,4.59,"Light_CO2","Aedes aegypti",20,1.58758107686722
"Nijmegen","Site_5",2024-07-01,"Netherlands",5,2,53.34,4.86,29.69,46.6,4.59,"Light_CO2","Culex pipiens",29,1.58758107686722
"Nijmegen","Site_5",2024-07-01,"Netherlands",5,2,53.34,4.86,29.69,46.6,4.59,"Light_CO2","Anopheles gambiae",19,1.58758107686722
"Montpellier","Site_5",2024-07-01,"France",5,3,33.64,16.18,24.26,40.33,3.79,"HumanOdor_CO2","Anopheles gambiae",17,1.37211957777041
"Montpellier","Site_5",2024-07-01,"France",5,3,33.64,16.18,24.26,40.33,3.79,"HumanOdor_CO2","Culex quinquefasciatus",17,1.37211957777041
"Montpellier","Site_5",2024-07-01,"France",5,3,33.64,16.18,24.26,40.33,3.79,"HumanOdor_CO2","Aedes aegypti",16,1.37211957777041
"Montpellier","Site_5",2024-07-01,"France",5,3,33.64,16.18,24.26,40.33,3.79,"HumanOdor_CO2","Aedes albopictus",24,1.37211957777041
"Barcelona","Site_5",2024-07-01,"Spain",5,2,49.47,9.68,14.02,82.11,3.72,"Light_CO2","Aedes aegypti",28,1.37421669112016
"Barcelona","Site_5",2024-07-01,"Spain",5,2,49.47,9.68,14.02,82.11,3.72,"Light_CO2","Culex quinquefasciatus",31,1.37421669112016
"Barcelona","Site_5",2024-07-01,"Spain",5,2,49.47,9.68,14.02,82.11,3.72,"Light_CO2","Culex pipiens",20,1.37421669112016
"Barcelona","Site_5",2024-07-01,"Spain",5,2,49.47,9.68,14.02,82.11,3.72,"Light_CO2","Anopheles gambiae",27,1.37421669112016
"Rabat","Site_5",2024-07-01,"Morocco",5,3,64.6,18.34,21.06,68.43,4.32,"HumanOdor_CO2","Aedes aegypti",19,1.36787974725795
"Rabat","Site_5",2024-07-01,"Morocco",5,3,64.6,18.34,21.06,68.43,4.32,"HumanOdor_CO2","Culex pipiens",23,1.36787974725795
"Rabat","Site_5",2024-07-01,"Morocco",5,3,64.6,18.34,21.06,68.43,4.32,"HumanOdor_CO2","Culex quinquefasciatus",23,1.36787974725795
"Rabat","Site_5",2024-07-01,"Morocco",5,3,64.6,18.34,21.06,68.43,4.32,"HumanOdor_CO2","Anopheles gambiae",14,1.36787974725795
"Casablanca","Site_5",2024-07-01,"Morocco",5,3,27.52,15.82,24.84,78.56,3.82,"Light_CO2","Culex pipiens",9,1.00188872992584
"Casablanca","Site_5",2024-07-01,"Morocco",5,3,27.52,15.82,24.84,78.56,3.82,"Light_CO2","Culex quinquefasciatus",29,1.00188872992584
"Casablanca","Site_5",2024-07-01,"Morocco",5,3,27.52,15.82,24.84,78.56,3.82,"Light_CO2","Anopheles gambiae",25,1.00188872992584
"Utrecht","Site_6",2024-07-01,"Netherlands",6,1,19.84,33.15,22.81,63.83,2.92,"Light_CO2","Aedes aegypti",16,1.04335593515213
"Utrecht","Site_6",2024-07-01,"Netherlands",6,1,19.84,33.15,22.81,63.83,2.92,"Light_CO2","Culex pipiens",25,1.04335593515213
"Utrecht","Site_6",2024-07-01,"Netherlands",6,1,19.84,33.15,22.81,63.83,2.92,"Light_CO2","Aedes albopictus",11,1.04335593515213
"Nijmegen","Site_6",2024-07-01,"Netherlands",6,1,43.09,4.41,15.14,86.86,1.56,"HumanOdor_CO2","Aedes aegypti",14,1.28441330911873
"Nijmegen","Site_6",2024-07-01,"Netherlands",6,1,43.09,4.41,15.14,86.86,1.56,"HumanOdor_CO2","Culex pipiens",17,1.28441330911873
"Nijmegen","Site_6",2024-07-01,"Netherlands",6,1,43.09,4.41,15.14,86.86,1.56,"HumanOdor_CO2","Aedes albopictus",4,1.28441330911873
"Nijmegen","Site_6",2024-07-01,"Netherlands",6,1,43.09,4.41,15.14,86.86,1.56,"HumanOdor_CO2","Anopheles gambiae",16,1.28441330911873
"Montpellier","Site_6",2024-07-01,"France",6,2,17.76,30.23,12.58,75.4,3.75,"Light_CO2","Aedes albopictus",20,1.08598648501702
"Montpellier","Site_6",2024-07-01,"France",6,2,17.76,30.23,12.58,75.4,3.75,"Light_CO2","Culex quinquefasciatus",25,1.08598648501702
"Montpellier","Site_6",2024-07-01,"France",6,2,17.76,30.23,12.58,75.4,3.75,"Light_CO2","Aedes aegypti",17,1.08598648501702
"Barcelona","Site_6",2024-07-01,"Spain",6,1,25.44,5.99,21.66,75.26,5.21,"HumanOdor_CO2","Aedes albopictus",19,1.5942986737887
"Barcelona","Site_6",2024-07-01,"Spain",6,1,25.44,5.99,21.66,75.26,5.21,"HumanOdor_CO2","Anopheles gambiae",16,1.5942986737887
"Barcelona","Site_6",2024-07-01,"Spain",6,1,25.44,5.99,21.66,75.26,5.21,"HumanOdor_CO2","Culex pipiens",17,1.5942986737887
"Barcelona","Site_6",2024-07-01,"Spain",6,1,25.44,5.99,21.66,75.26,5.21,"HumanOdor_CO2","Culex quinquefasciatus",11,1.5942986737887
"Barcelona","Site_6",2024-07-01,"Spain",6,1,25.44,5.99,21.66,75.26,5.21,"HumanOdor_CO2","Aedes aegypti",15,1.5942986737887
"Rabat","Site_6",2024-07-01,"Morocco",6,3,51.73,14.01,25.44,57.04,5.08,"HumanOdor_CO2","Culex quinquefasciatus",22,1.38264784888229
"Rabat","Site_6",2024-07-01,"Morocco",6,3,51.73,14.01,25.44,57.04,5.08,"HumanOdor_CO2","Aedes aegypti",24,1.38264784888229
"Rabat","Site_6",2024-07-01,"Morocco",6,3,51.73,14.01,25.44,57.04,5.08,"HumanOdor_CO2","Aedes albopictus",27,1.38264784888229
"Rabat","Site_6",2024-07-01,"Morocco",6,3,51.73,14.01,25.44,57.04,5.08,"HumanOdor_CO2","Culex pipiens",22,1.38264784888229
"Casablanca","Site_6",2024-07-01,"Morocco",6,1,30.57,38.43,18.46,45.16,3.71,"Light_CO2","Aedes aegypti",15,1.37206378275247
"Casablanca","Site_6",2024-07-01,"Morocco",6,1,30.57,38.43,18.46,45.16,3.71,"Light_CO2","Aedes albopictus",19,1.37206378275247
"Casablanca","Site_6",2024-07-01,"Morocco",6,1,30.57,38.43,18.46,45.16,3.71,"Light_CO2","Culex quinquefasciatus",16,1.37206378275247
"Casablanca","Site_6",2024-07-01,"Morocco",6,1,30.57,38.43,18.46,45.16,3.71,"Light_CO2","Anopheles gambiae",23,1.37206378275247
"Utrecht","Site_7",2024-07-01,"Netherlands",7,2,59.74,36.31,23.89,89.59,4.63,"Light_CO2","Anopheles gambiae",21,1.07751343435895
"Utrecht","Site_7",2024-07-01,"Netherlands",7,2,59.74,36.31,23.89,89.59,4.63,"Light_CO2","Aedes albopictus",17,1.07751343435895
"Utrecht","Site_7",2024-07-01,"Netherlands",7,2,59.74,36.31,23.89,89.59,4.63,"Light_CO2","Culex quinquefasciatus",28,1.07751343435895
"Nijmegen","Site_7",2024-07-01,"Netherlands",7,3,21.99,27.78,24.9,80.74,0.7,"HumanOdor_CO2","Aedes aegypti",14,0.663264660725736
"Nijmegen","Site_7",2024-07-01,"Netherlands",7,3,21.99,27.78,24.9,80.74,0.7,"HumanOdor_CO2","Aedes albopictus",23,0.663264660725736
"Montpellier","Site_7",2024-07-01,"France",7,2,8.41,29.42,26.87,62.13,0.8,"HumanOdor_CO2","Aedes aegypti",17,1.59943613422693
"Montpellier","Site_7",2024-07-01,"France",7,2,8.41,29.42,26.87,62.13,0.8,"HumanOdor_CO2","Anopheles gambiae",13,1.59943613422693
"Montpellier","Site_7",2024-07-01,"France",7,2,8.41,29.42,26.87,62.13,0.8,"HumanOdor_CO2","Culex pipiens",12,1.59943613422693
"Montpellier","Site_7",2024-07-01,"France",7,2,8.41,29.42,26.87,62.13,0.8,"HumanOdor_CO2","Culex quinquefasciatus",16,1.59943613422693
"Montpellier","Site_7",2024-07-01,"France",7,2,8.41,29.42,26.87,62.13,0.8,"HumanOdor_CO2","Aedes albopictus",17,1.59943613422693
"Barcelona","Site_7",2024-07-01,"Spain",7,1,77.78,7.99,24.94,68.35,2.05,"Light_CO2","Aedes albopictus",10,1.37261787419076
"Barcelona","Site_7",2024-07-01,"Spain",7,1,77.78,7.99,24.94,68.35,2.05,"Light_CO2","Aedes aegypti",11,1.37261787419076
"Barcelona","Site_7",2024-07-01,"Spain",7,1,77.78,7.99,24.94,68.35,2.05,"Light_CO2","Culex pipiens",15,1.37261787419076
"Barcelona","Site_7",2024-07-01,"Spain",7,1,77.78,7.99,24.94,68.35,2.05,"Light_CO2","Culex quinquefasciatus",14,1.37261787419076
"Rabat","Site_7",2024-07-01,"Morocco",7,1,63.78,38.18,23.23,65.47,5.83,"HumanOdor_CO2","Culex quinquefasciatus",16,1.03519398790945
"Rabat","Site_7",2024-07-01,"Morocco",7,1,63.78,38.18,23.23,65.47,5.83,"HumanOdor_CO2","Anopheles gambiae",7,1.03519398790945
"Rabat","Site_7",2024-07-01,"Morocco",7,1,63.78,38.18,23.23,65.47,5.83,"HumanOdor_CO2","Aedes albopictus",17,1.03519398790945
"Casablanca","Site_7",2024-07-01,"Morocco",7,3,69.39,34.77,14.17,50.37,5.43,"Light_CO2","Aedes aegypti",37,1.0584092274198
"Casablanca","Site_7",2024-07-01,"Morocco",7,3,69.39,34.77,14.17,50.37,5.43,"Light_CO2","Culex pipiens",18,1.0584092274198
"Casablanca","Site_7",2024-07-01,"Morocco",7,3,69.39,34.77,14.17,50.37,5.43,"Light_CO2","Anopheles gambiae",29,1.0584092274198
"Utrecht","Site_8",2024-07-01,"Netherlands",8,2,42.86,6.43,19.46,83.48,1.87,"HumanOdor_CO2","Culex pipiens",18,0.692738941744081
"Utrecht","Site_8",2024-07-01,"Netherlands",8,2,42.86,6.43,19.46,83.48,1.87,"HumanOdor_CO2","Aedes aegypti",17,0.692738941744081
"Nijmegen","Site_8",2024-07-01,"Netherlands",8,3,60.64,2.87,26.29,76.16,5.67,"Light_CO2","Anopheles gambiae",25,0.692407333123314
"Nijmegen","Site_8",2024-07-01,"Netherlands",8,3,60.64,2.87,26.29,76.16,5.67,"Light_CO2","Culex quinquefasciatus",27,0.692407333123314
"Montpellier","Site_8",2024-07-01,"France",8,3,37.11,12.62,24.26,77.87,5.46,"HumanOdor_CO2","Culex pipiens",24,1.59289030359422
"Montpellier","Site_8",2024-07-01,"France",8,3,37.11,12.62,24.26,77.87,5.46,"HumanOdor_CO2","Culex quinquefasciatus",18,1.59289030359422
"Montpellier","Site_8",2024-07-01,"France",8,3,37.11,12.62,24.26,77.87,5.46,"HumanOdor_CO2","Anopheles gambiae",24,1.59289030359422
"Montpellier","Site_8",2024-07-01,"France",8,3,37.11,12.62,24.26,77.87,5.46,"HumanOdor_CO2","Aedes aegypti",18,1.59289030359422
"Montpellier","Site_8",2024-07-01,"France",8,3,37.11,12.62,24.26,77.87,5.46,"HumanOdor_CO2","Aedes albopictus",15,1.59289030359422
"Barcelona","Site_8",2024-07-01,"Spain",8,3,17.77,49.51,17.51,69.68,1.43,"HumanOdor_CO2","Aedes albopictus",20,1.08221874157296
"Barcelona","Site_8",2024-07-01,"Spain",8,3,17.77,49.51,17.51,69.68,1.43,"HumanOdor_CO2","Aedes aegypti",25,1.08221874157296
"Barcelona","Site_8",2024-07-01,"Spain",8,3,17.77,49.51,17.51,69.68,1.43,"HumanOdor_CO2","Culex pipiens",16,1.08221874157296
"Rabat","Site_8",2024-07-01,"Morocco",8,1,69.94,22.33,23.6,68.59,3.21,"HumanOdor_CO2","Aedes aegypti",16,0.675901010574012
"Rabat","Site_8",2024-07-01,"Morocco",8,1,69.94,22.33,23.6,68.59,3.21,"HumanOdor_CO2","Anopheles gambiae",11,0.675901010574012
"Casablanca","Site_8",2024-07-01,"Morocco",8,3,21.72,46.86,21.53,49.52,1.94,"Light_CO2","Culex pipiens",26,1.58412355555808
"Casablanca","Site_8",2024-07-01,"Morocco",8,3,21.72,46.86,21.53,49.52,1.94,"Light_CO2","Anopheles gambiae",17,1.58412355555808
"Casablanca","Site_8",2024-07-01,"Morocco",8,3,21.72,46.86,21.53,49.52,1.94,"Light_CO2","Aedes aegypti",18,1.58412355555808
"Casablanca","Site_8",2024-07-01,"Morocco",8,3,21.72,46.86,21.53,49.52,1.94,"Light_CO2","Culex quinquefasciatus",29,1.58412355555808
"Casablanca","Site_8",2024-07-01,"Morocco",8,3,21.72,46.86,21.53,49.52,1.94,"Light_CO2","Aedes albopictus",29,1.58412355555808
"Utrecht","Site_9",2024-07-01,"Netherlands",9,3,74.79,41.9,28.32,61.63,3.67,"Light_CO2","Anopheles gambiae",27,1.5831870127156
"Utrecht","Site_9",2024-07-01,"Netherlands",9,3,74.79,41.9,28.32,61.63,3.67,"Light_CO2","Aedes albopictus",18,1.5831870127156
